,0
104308,7.0
104309,7.0
104310,7.0
104311,7.0
104312,0.0
104313,0.0
104314,0.0
104315,0.0
104316,0.0
104317,0.0
104318,0.0
104319,0.0
104320,5.0
104321,5.0
104322,5.0
104323,5.0
104324,5.0
104325,5.0
104326,5.0
104327,5.0
104328,3.0
104329,3.0
104330,3.0
104331,3.0
104332,8.0
104333,8.0
104334,8.0
104335,8.0
104336,7.0
104337,7.0
104338,7.0
104339,7.0
104340,1.0
104341,1.0
104342,1.0
104343,1.0
104344,6.0
104345,6.0
104346,6.0
104347,6.0
104348,4.0
104349,4.0
104350,4.0
104351,4.0
104352,1.0
104353,1.0
104354,1.0
104355,1.0
104356,0.0
104357,0.0
104358,0.0
104359,0.0
104360,3.0
104361,3.0
104362,3.0
104363,3.0
104364,6.0
104365,6.0
104366,6.0
104367,6.0
104368,1.0
104369,1.0
104370,1.0
104371,1.0
104372,4.0
104373,4.0
104374,4.0
104375,4.0
104376,4.0
104377,4.0
104378,4.0
104379,4.0
104380,0.0
104381,0.0
104382,0.0
104383,0.0
104384,0.0
104385,0.0
104386,0.0
104387,0.0
104388,6.0
104389,6.0
104390,6.0
104391,6.0
104392,1.0
104393,1.0
104394,1.0
104395,1.0
104396,0.0
104397,0.0
104398,0.0
104399,0.0
104400,6.0
104401,6.0
104402,6.0
104403,6.0
104404,3.0
104405,3.0
104406,3.0
104407,3.0
104408,1.0
104409,1.0
104410,1.0
104411,1.0
104412,8.0
104413,8.0
104414,8.0
104415,8.0
104416,4.0
104417,4.0
104418,4.0
104419,4.0
104420,0.0
104421,0.0
104422,0.0
104423,0.0
104424,5.0
104425,5.0
104426,5.0
104427,5.0
104428,6.0
104429,6.0
104430,6.0
104431,6.0
104432,0.0
104433,0.0
104434,0.0
104435,0.0
104436,2.0
104437,2.0
104438,2.0
104439,2.0
104440,9.0
104441,9.0
104442,9.0
104443,9.0
104444,8.0
104445,8.0
104446,8.0
104447,8.0
104448,2.0
104449,2.0
104450,2.0
104451,2.0
104452,9.0
104453,9.0
104454,9.0
104455,9.0
104456,6.0
104457,6.0
104458,6.0
104459,6.0
104460,0.0
104461,0.0
104462,0.0
104463,0.0
104464,8.0
104465,8.0
104466,8.0
104467,8.0
104468,8.0
104469,8.0
104470,8.0
104471,8.0
104472,3.0
104473,3.0
104474,3.0
104475,3.0
104476,3.0
104477,3.0
104478,3.0
104479,3.0
104480,8.0
104481,8.0
104482,8.0
104483,8.0
104484,2.0
104485,2.0
104486,2.0
104487,2.0
104488,5.0
104489,5.0
104490,5.0
104491,5.0
104492,8.0
104493,8.0
104494,8.0
104495,8.0
104496,0.0
104497,0.0
104498,0.0
104499,0.0
104500,5.0
104501,5.0
104502,5.0
104503,5.0
104504,7.0
104505,7.0
104506,7.0
104507,7.0
104508,5.0
104509,5.0
104510,5.0
104511,5.0
104512,5.0
104513,5.0
104514,5.0
104515,5.0
104516,4.0
104517,4.0
104518,4.0
104519,4.0
104520,8.0
104521,8.0
104522,8.0
104523,8.0
104524,1.0
104525,1.0
104526,1.0
104527,1.0
104528,3.0
104529,3.0
104530,3.0
104531,3.0
104532,7.0
104533,7.0
104534,7.0
104535,7.0
104536,2.0
104537,2.0
104538,2.0
104539,2.0
104540,4.0
104541,4.0
104542,4.0
104543,4.0
104544,2.0
104545,2.0
104546,2.0
104547,2.0
104548,2.0
104549,2.0
104550,2.0
104551,2.0
104552,1.0
104553,1.0
104554,1.0
104555,1.0
104556,4.0
104557,4.0
104558,4.0
104559,4.0
104560,9.0
104561,9.0
104562,9.0
104563,9.0
104564,0.0
104565,0.0
104566,0.0
104567,0.0
104568,6.0
104569,6.0
104570,6.0
104571,6.0
104572,4.0
104573,4.0
104574,4.0
104575,4.0
104576,9.0
104577,9.0
104578,9.0
104579,9.0
104580,9.0
104581,9.0
104582,9.0
104583,9.0
104584,9.0
104585,9.0
104586,9.0
104587,9.0
104588,2.0
104589,2.0
104590,2.0
104591,2.0
104592,5.0
104593,5.0
104594,5.0
104595,5.0
104596,1.0
104597,1.0
104598,1.0
104599,1.0
104600,9.0
104601,9.0
104602,9.0
104603,9.0
104604,6.0
104605,6.0
104606,6.0
104607,6.0
104608,3.0
104609,3.0
104610,3.0
104611,3.0
104612,8.0
104613,8.0
104614,8.0
104615,8.0
104616,7.0
104617,7.0
104618,7.0
104619,7.0
104620,4.0
104621,4.0
104622,4.0
104623,4.0
104624,5.0
104625,5.0
104626,5.0
104627,5.0
104628,8.0
104629,8.0
104630,8.0
104631,8.0
104632,2.0
104633,2.0
104634,2.0
104635,2.0
104636,3.0
104637,3.0
104638,3.0
104639,3.0
104640,3.0
104641,3.0
104642,3.0
104643,3.0
104644,8.0
104645,8.0
104646,8.0
104647,8.0
104648,5.0
104649,5.0
104650,5.0
104651,5.0
104652,8.0
104653,8.0
104654,8.0
104655,8.0
104656,2.0
104657,2.0
104658,2.0
104659,2.0
104660,0.0
104661,0.0
104662,0.0
104663,0.0
104664,5.0
104665,5.0
104666,5.0
104667,5.0
104668,4.0
104669,4.0
104670,4.0
104671,4.0
104672,2.0
104673,2.0
104674,2.0
104675,2.0
104676,8.0
104677,8.0
104678,8.0
104679,8.0
104680,3.0
104681,3.0
104682,3.0
104683,3.0
104684,8.0
104685,8.0
104686,8.0
104687,8.0
104688,6.0
104689,6.0
104690,6.0
104691,6.0
104692,5.0
104693,5.0
104694,5.0
104695,5.0
104696,6.0
104697,6.0
104698,6.0
104699,6.0
104700,2.0
104701,2.0
104702,2.0
104703,2.0
104704,1.0
104705,1.0
104706,1.0
104707,1.0
104708,1.0
104709,1.0
104710,1.0
104711,1.0
104712,3.0
104713,3.0
104714,3.0
104715,3.0
104716,3.0
104717,3.0
104718,3.0
104719,3.0
104720,8.0
104721,8.0
104722,8.0
104723,8.0
104724,1.0
104725,1.0
104726,1.0
104727,1.0
104728,4.0
104729,4.0
104730,4.0
104731,4.0
104732,4.0
104733,4.0
104734,4.0
104735,4.0
104736,3.0
104737,3.0
104738,3.0
104739,3.0
104740,2.0
104741,2.0
104742,2.0
104743,2.0
104744,6.0
104745,6.0
104746,6.0
104747,6.0
104748,7.0
104749,7.0
104750,7.0
104751,7.0
104752,4.0
104753,4.0
104754,4.0
104755,4.0
104756,7.0
104757,7.0
104758,7.0
104759,7.0
104760,8.0
104761,8.0
104762,8.0
104763,8.0
104764,2.0
104765,2.0
104766,2.0
104767,2.0
104768,4.0
104769,4.0
104770,4.0
104771,4.0
104772,0.0
104773,0.0
104774,0.0
104775,0.0
104776,4.0
104777,4.0
104778,4.0
104779,4.0
104780,5.0
104781,5.0
104782,5.0
104783,5.0
104784,5.0
104785,5.0
104786,5.0
104787,5.0
104788,3.0
104789,3.0
104790,3.0
104791,3.0
104792,1.0
104793,1.0
104794,1.0
104795,1.0
104796,0.0
104797,0.0
104798,0.0
104799,0.0
104800,7.0
104801,7.0
104802,7.0
104803,7.0
104804,6.0
104805,6.0
104806,6.0
104807,6.0
104808,7.0
104809,7.0
104810,7.0
104811,7.0
104812,1.0
104813,1.0
104814,1.0
104815,1.0
104816,5.0
104817,5.0
104818,5.0
104819,5.0
104820,2.0
104821,2.0
104822,2.0
104823,2.0
104824,8.0
104825,8.0
104826,8.0
104827,8.0
104828,6.0
104829,6.0
104830,6.0
104831,6.0
104832,2.0
104833,2.0
104834,2.0
104835,2.0
104836,3.0
104837,3.0
104838,3.0
104839,3.0
104840,8.0
104841,8.0
104842,8.0
104843,8.0
104844,9.0
104845,9.0
104846,9.0
104847,9.0
104848,7.0
104849,7.0
104850,7.0
104851,7.0
104852,3.0
104853,3.0
104854,3.0
104855,3.0
104856,5.0
104857,5.0
104858,5.0
104859,5.0
104860,9.0
104861,9.0
104862,9.0
104863,9.0
104864,2.0
104865,2.0
104866,2.0
104867,2.0
104868,1.0
104869,1.0
104870,1.0
104871,1.0
104872,9.0
104873,9.0
104874,9.0
104875,9.0
104876,0.0
104877,0.0
104878,0.0
104879,0.0
104880,9.0
104881,9.0
104882,9.0
104883,9.0
104884,3.0
104885,3.0
104886,3.0
104887,3.0
104888,0.0
104889,0.0
104890,0.0
104891,0.0
104892,8.0
104893,8.0
104894,8.0
104895,8.0
104896,2.0
104897,2.0
104898,2.0
104899,2.0
104900,6.0
104901,6.0
104902,6.0
104903,6.0
104904,2.0
104905,2.0
104906,2.0
104907,2.0
104908,0.0
104909,0.0
104910,0.0
104911,0.0
104912,8.0
104913,8.0
104914,8.0
104915,8.0
104916,6.0
104917,6.0
104918,6.0
104919,6.0
104920,2.0
104921,2.0
104922,2.0
104923,2.0
104924,1.0
104925,1.0
104926,1.0
104927,1.0
104928,8.0
104929,8.0
104930,8.0
104931,8.0
104932,7.0
104933,7.0
104934,7.0
104935,7.0
104936,3.0
104937,3.0
104938,3.0
104939,3.0
104940,1.0
104941,1.0
104942,1.0
104943,1.0
104944,8.0
104945,8.0
104946,8.0
104947,8.0
104948,0.0
104949,0.0
104950,0.0
104951,0.0
104952,0.0
104953,0.0
104954,0.0
104955,0.0
104956,6.0
104957,6.0
104958,6.0
104959,6.0
104960,9.0
104961,9.0
104962,9.0
104963,9.0
104964,5.0
104965,5.0
104966,5.0
104967,5.0
104968,8.0
104969,8.0
104970,8.0
104971,8.0
104972,1.0
104973,1.0
104974,1.0
104975,1.0
104976,6.0
104977,6.0
104978,6.0
104979,6.0
104980,4.0
104981,4.0
104982,4.0
104983,4.0
104984,3.0
104985,3.0
104986,3.0
104987,3.0
104988,3.0
104989,3.0
104990,3.0
104991,3.0
104992,2.0
104993,2.0
104994,2.0
104995,2.0
104996,8.0
104997,8.0
104998,8.0
104999,8.0
105000,4.0
105001,4.0
105002,4.0
105003,4.0
105004,0.0
105005,0.0
105006,0.0
105007,0.0
105008,5.0
105009,5.0
105010,5.0
105011,5.0
105012,5.0
105013,5.0
105014,5.0
105015,5.0
105016,1.0
105017,1.0
105018,1.0
105019,1.0
105020,1.0
105021,1.0
105022,1.0
105023,1.0
105024,1.0
105025,1.0
105026,1.0
105027,1.0
105028,5.0
105029,5.0
105030,5.0
105031,5.0
105032,9.0
105033,9.0
105034,9.0
105035,9.0
105036,7.0
105037,7.0
105038,7.0
105039,7.0
105040,0.0
105041,0.0
105042,0.0
105043,0.0
105044,5.0
105045,5.0
105046,5.0
105047,5.0
105048,0.0
105049,0.0
105050,0.0
105051,0.0
105052,2.0
105053,2.0
105054,2.0
105055,2.0
105056,9.0
105057,9.0
105058,9.0
105059,9.0
105060,7.0
105061,7.0
105062,7.0
105063,7.0
105064,6.0
105065,6.0
105066,6.0
105067,6.0
105068,3.0
105069,3.0
105070,3.0
105071,3.0
105072,1.0
105073,1.0
105074,1.0
105075,1.0
105076,4.0
105077,4.0
105078,4.0
105079,4.0
105080,1.0
105081,1.0
105082,1.0
105083,1.0
105084,5.0
105085,5.0
105086,5.0
105087,5.0
105088,7.0
105089,7.0
105090,7.0
105091,7.0
105092,6.0
105093,6.0
105094,6.0
105095,6.0
105096,7.0
105097,7.0
105098,7.0
105099,7.0
105100,2.0
105101,2.0
105102,2.0
105103,2.0
105104,8.0
105105,8.0
105106,8.0
105107,8.0
105108,0.0
105109,0.0
105110,0.0
105111,0.0
105112,5.0
105113,5.0
105114,5.0
105115,5.0
105116,2.0
105117,2.0
105118,2.0
105119,2.0
105120,1.0
105121,1.0
105122,1.0
105123,1.0
105124,1.0
105125,1.0
105126,1.0
105127,1.0
105128,4.0
105129,4.0
105130,4.0
105131,4.0
105132,8.0
105133,8.0
105134,8.0
105135,8.0
105136,4.0
105137,4.0
105138,4.0
105139,4.0
105140,9.0
105141,9.0
105142,9.0
105143,9.0
105144,1.0
105145,1.0
105146,1.0
105147,1.0
105148,8.0
105149,8.0
105150,8.0
105151,8.0
105152,3.0
105153,3.0
105154,3.0
105155,3.0
105156,9.0
105157,9.0
105158,9.0
105159,9.0
105160,6.0
105161,6.0
105162,6.0
105163,6.0
105164,3.0
105165,3.0
105166,3.0
105167,3.0
105168,1.0
105169,1.0
105170,1.0
105171,1.0
105172,0.0
105173,0.0
105174,0.0
105175,0.0
105176,3.0
105177,3.0
105178,3.0
105179,3.0
105180,4.0
105181,4.0
105182,4.0
105183,4.0
105184,3.0
105185,3.0
105186,3.0
105187,3.0
105188,8.0
105189,8.0
105190,8.0
105191,8.0
105192,1.0
105193,1.0
105194,1.0
105195,1.0
105196,1.0
105197,1.0
105198,1.0
105199,1.0
105200,8.0
105201,8.0
105202,8.0
105203,8.0
105204,6.0
105205,6.0
105206,6.0
105207,6.0
105208,0.0
105209,0.0
105210,0.0
105211,0.0
105212,2.0
105213,2.0
105214,2.0
105215,2.0
105216,0.0
105217,0.0
105218,0.0
105219,0.0
105220,4.0
105221,4.0
105222,4.0
105223,4.0
105224,9.0
105225,9.0
105226,9.0
105227,9.0
105228,0.0
105229,0.0
105230,0.0
105231,0.0
105232,3.0
105233,3.0
105234,3.0
105235,3.0
105236,7.0
105237,7.0
105238,7.0
105239,7.0
105240,2.0
105241,2.0
105242,2.0
105243,2.0
105244,1.0
105245,1.0
105246,1.0
105247,1.0
105248,1.0
105249,1.0
105250,1.0
105251,1.0
105252,9.0
105253,9.0
105254,9.0
105255,9.0
105256,4.0
105257,4.0
105258,4.0
105259,4.0
105260,5.0
105261,5.0
105262,5.0
105263,5.0
105264,5.0
105265,5.0
105266,5.0
105267,5.0
105268,7.0
105269,7.0
105270,7.0
105271,7.0
105272,6.0
105273,6.0
105274,6.0
105275,6.0
105276,2.0
105277,2.0
105278,2.0
105279,2.0
105280,9.0
105281,9.0
105282,9.0
105283,9.0
105284,4.0
105285,4.0
105286,4.0
105287,4.0
105288,4.0
105289,4.0
105290,4.0
105291,4.0
105292,6.0
105293,6.0
105294,6.0
105295,6.0
105296,0.0
105297,0.0
105298,0.0
105299,0.0
105300,4.0
105301,4.0
105302,4.0
105303,4.0
105304,0.0
105305,0.0
105306,0.0
105307,0.0
105308,7.0
105309,7.0
105310,7.0
105311,7.0
105312,5.0
105313,5.0
105314,5.0
105315,5.0
105316,5.0
105317,5.0
105318,5.0
105319,5.0
105320,4.0
105321,4.0
105322,4.0
105323,4.0
105324,6.0
105325,6.0
105326,6.0
105327,6.0
105328,9.0
105329,9.0
105330,9.0
105331,9.0
105332,1.0
105333,1.0
105334,1.0
105335,1.0
105336,0.0
105337,0.0
105338,0.0
105339,0.0
105340,3.0
105341,3.0
105342,3.0
105343,3.0
105344,2.0
105345,2.0
105346,2.0
105347,2.0
105348,1.0
105349,1.0
105350,1.0
105351,1.0
105352,7.0
105353,7.0
105354,7.0
105355,7.0
105356,6.0
105357,6.0
105358,6.0
105359,6.0
105360,2.0
105361,2.0
105362,2.0
105363,2.0
105364,5.0
105365,5.0
105366,5.0
105367,5.0
105368,2.0
105369,2.0
105370,2.0
105371,2.0
105372,1.0
105373,1.0
105374,1.0
105375,1.0
105376,2.0
105377,2.0
105378,2.0
105379,2.0
105380,6.0
105381,6.0
105382,6.0
105383,6.0
105384,5.0
105385,5.0
105386,5.0
105387,5.0
105388,8.0
105389,8.0
105390,8.0
105391,8.0
105392,2.0
105393,2.0
105394,2.0
105395,2.0
105396,7.0
105397,7.0
105398,7.0
105399,7.0
105400,4.0
105401,4.0
105402,4.0
105403,4.0
105404,8.0
105405,8.0
105406,8.0
105407,8.0
105408,7.0
105409,7.0
105410,7.0
105411,7.0
105412,9.0
105413,9.0
105414,9.0
105415,9.0
105416,1.0
105417,1.0
105418,1.0
105419,1.0
105420,8.0
105421,8.0
105422,8.0
105423,8.0
105424,6.0
105425,6.0
105426,6.0
105427,6.0
105428,8.0
105429,8.0
105430,8.0
105431,8.0
105432,7.0
105433,7.0
105434,7.0
105435,7.0
105436,0.0
105437,0.0
105438,0.0
105439,0.0
105440,5.0
105441,5.0
105442,5.0
105443,5.0
105444,2.0
105445,2.0
105446,2.0
105447,2.0
105448,8.0
105449,8.0
105450,8.0
105451,8.0
105452,5.0
105453,5.0
105454,5.0
105455,5.0
105456,9.0
105457,9.0
105458,9.0
105459,9.0
105460,5.0
105461,5.0
105462,5.0
105463,5.0
105464,0.0
105465,0.0
105466,0.0
105467,0.0
105468,1.0
105469,1.0
105470,1.0
105471,1.0
105472,8.0
105473,8.0
105474,8.0
105475,8.0
105476,8.0
105477,8.0
105478,8.0
105479,8.0
105480,6.0
105481,6.0
105482,6.0
105483,6.0
105484,8.0
105485,8.0
105486,8.0
105487,8.0
105488,9.0
105489,9.0
105490,9.0
105491,9.0
105492,1.0
105493,1.0
105494,1.0
105495,1.0
105496,6.0
105497,6.0
105498,6.0
105499,6.0
105500,4.0
105501,4.0
105502,4.0
105503,4.0
105504,2.0
105505,2.0
105506,2.0
105507,2.0
105508,8.0
105509,8.0
105510,8.0
105511,8.0
105512,3.0
105513,3.0
105514,3.0
105515,3.0
105516,4.0
105517,4.0
105518,4.0
105519,4.0
105520,6.0
105521,6.0
105522,6.0
105523,6.0
105524,3.0
105525,3.0
105526,3.0
105527,3.0
105528,4.0
105529,4.0
105530,4.0
105531,4.0
105532,6.0
105533,6.0
105534,6.0
105535,6.0
105536,0.0
105537,0.0
105538,0.0
105539,0.0
105540,2.0
105541,2.0
105542,2.0
105543,2.0
105544,2.0
105545,2.0
105546,2.0
105547,2.0
105548,6.0
105549,6.0
105550,6.0
105551,6.0
105552,6.0
105553,6.0
105554,6.0
105555,6.0
105556,9.0
105557,9.0
105558,9.0
105559,9.0
105560,1.0
105561,1.0
105562,1.0
105563,1.0
105564,4.0
105565,4.0
105566,4.0
105567,4.0
105568,5.0
105569,5.0
105570,5.0
105571,5.0
105572,3.0
105573,3.0
105574,3.0
105575,3.0
105576,7.0
105577,7.0
105578,7.0
105579,7.0
105580,1.0
105581,1.0
105582,1.0
105583,1.0
105584,9.0
105585,9.0
105586,9.0
105587,9.0
105588,3.0
105589,3.0
105590,3.0
105591,3.0
105592,4.0
105593,4.0
105594,4.0
105595,4.0
105596,4.0
105597,4.0
105598,4.0
105599,4.0
105600,9.0
105601,9.0
105602,9.0
105603,9.0
105604,3.0
105605,3.0
105606,3.0
105607,3.0
105608,8.0
105609,8.0
105610,8.0
105611,8.0
105612,0.0
105613,0.0
105614,0.0
105615,0.0
105616,9.0
105617,9.0
105618,9.0
105619,9.0
105620,7.0
105621,7.0
105622,7.0
105623,7.0
105624,6.0
105625,6.0
105626,6.0
105627,6.0
105628,3.0
105629,3.0
105630,3.0
105631,3.0
105632,0.0
105633,0.0
105634,0.0
105635,0.0
105636,2.0
105637,2.0
105638,2.0
105639,2.0
105640,4.0
105641,4.0
105642,4.0
105643,4.0
105644,1.0
105645,1.0
105646,1.0
105647,1.0
105648,8.0
105649,8.0
105650,8.0
105651,8.0
105652,0.0
105653,0.0
105654,0.0
105655,0.0
105656,7.0
105657,7.0
105658,7.0
105659,7.0
105660,7.0
105661,7.0
105662,7.0
105663,7.0
105664,7.0
105665,7.0
105666,7.0
105667,7.0
105668,3.0
105669,3.0
105670,3.0
105671,3.0
105672,1.0
105673,1.0
105674,1.0
105675,1.0
105676,0.0
105677,0.0
105678,0.0
105679,0.0
105680,5.0
105681,5.0
105682,5.0
105683,5.0
105684,7.0
105685,7.0
105686,7.0
105687,7.0
105688,4.0
105689,4.0
105690,4.0
105691,4.0
105692,9.0
105693,9.0
105694,9.0
105695,9.0
105696,6.0
105697,6.0
105698,6.0
105699,6.0
105700,6.0
105701,6.0
105702,6.0
105703,6.0
105704,4.0
105705,4.0
105706,4.0
105707,4.0
105708,3.0
105709,3.0
105710,3.0
105711,3.0
105712,6.0
105713,6.0
105714,6.0
105715,6.0
105716,4.0
105717,4.0
105718,4.0
105719,4.0
105720,7.0
105721,7.0
105722,7.0
105723,7.0
105724,8.0
105725,8.0
105726,8.0
105727,8.0
105728,7.0
105729,7.0
105730,7.0
105731,7.0
105732,0.0
105733,0.0
105734,0.0
105735,0.0
105736,9.0
105737,9.0
105738,9.0
105739,9.0
105740,1.0
105741,1.0
105742,1.0
105743,1.0
105744,9.0
105745,9.0
105746,9.0
105747,9.0
105748,0.0
105749,0.0
105750,0.0
105751,0.0
105752,1.0
105753,1.0
105754,1.0
105755,1.0
105756,5.0
105757,5.0
105758,5.0
105759,5.0
105760,1.0
105761,1.0
105762,1.0
105763,1.0
105764,6.0
105765,6.0
105766,6.0
105767,6.0
105768,3.0
105769,3.0
105770,3.0
105771,3.0
105772,2.0
105773,2.0
105774,2.0
105775,2.0
105776,4.0
105777,4.0
105778,4.0
105779,4.0
105780,5.0
105781,5.0
105782,5.0
105783,5.0
105784,4.0
105785,4.0
105786,4.0
105787,4.0
105788,2.0
105789,2.0
105790,2.0
105791,2.0
105792,1.0
105793,1.0
105794,1.0
105795,1.0
105796,7.0
105797,7.0
105798,7.0
105799,7.0
105800,3.0
105801,3.0
105802,3.0
105803,3.0
105804,4.0
105805,4.0
105806,4.0
105807,4.0
105808,4.0
105809,4.0
105810,4.0
105811,4.0
105812,8.0
105813,8.0
105814,8.0
105815,8.0
105816,9.0
105817,9.0
105818,9.0
105819,9.0
105820,3.0
105821,3.0
105822,3.0
105823,3.0
105824,8.0
105825,8.0
105826,8.0
105827,8.0
105828,1.0
105829,1.0
105830,1.0
105831,1.0
105832,3.0
105833,3.0
105834,3.0
105835,3.0
105836,0.0
105837,0.0
105838,0.0
105839,0.0
105840,3.0
105841,3.0
105842,3.0
105843,3.0
105844,8.0
105845,8.0
105846,8.0
105847,8.0
105848,7.0
105849,7.0
105850,7.0
105851,7.0
105852,8.0
105853,8.0
105854,8.0
105855,8.0
105856,3.0
105857,3.0
105858,3.0
105859,3.0
105860,1.0
105861,1.0
105862,1.0
105863,1.0
105864,2.0
105865,2.0
105866,2.0
105867,2.0
105868,3.0
105869,3.0
105870,3.0
105871,3.0
105872,1.0
105873,1.0
105874,1.0
105875,1.0
105876,0.0
105877,0.0
105878,0.0
105879,0.0
105880,7.0
105881,7.0
105882,7.0
105883,7.0
105884,6.0
105885,6.0
105886,6.0
105887,6.0
105888,8.0
105889,8.0
105890,8.0
105891,8.0
105892,8.0
105893,8.0
105894,8.0
105895,8.0
105896,7.0
105897,7.0
105898,7.0
105899,7.0
105900,5.0
105901,5.0
105902,5.0
105903,5.0
105904,7.0
105905,7.0
105906,7.0
105907,7.0
105908,4.0
105909,4.0
105910,4.0
105911,4.0
105912,1.0
105913,1.0
105914,1.0
105915,1.0
105916,4.0
105917,4.0
105918,4.0
105919,4.0
105920,1.0
105921,1.0
105922,1.0
105923,1.0
105924,9.0
105925,9.0
105926,9.0
105927,9.0
105928,7.0
105929,7.0
105930,7.0
105931,7.0
105932,7.0
105933,7.0
105934,7.0
105935,7.0
105936,2.0
105937,2.0
105938,2.0
105939,2.0
105940,0.0
105941,0.0
105942,0.0
105943,0.0
105944,5.0
105945,5.0
105946,5.0
105947,5.0
105948,0.0
105949,0.0
105950,0.0
105951,0.0
105952,0.0
105953,0.0
105954,0.0
105955,0.0
105956,6.0
105957,6.0
105958,6.0
105959,6.0
105960,4.0
105961,4.0
105962,4.0
105963,4.0
105964,0.0
105965,0.0
105966,0.0
105967,0.0
105968,2.0
105969,2.0
105970,2.0
105971,2.0
105972,2.0
105973,2.0
105974,2.0
105975,2.0
105976,1.0
105977,1.0
105978,1.0
105979,1.0
105980,2.0
105981,2.0
105982,2.0
105983,2.0
105984,7.0
105985,7.0
105986,7.0
105987,7.0
105988,3.0
105989,3.0
105990,3.0
105991,3.0
105992,9.0
105993,9.0
105994,9.0
105995,9.0
105996,9.0
105997,9.0
105998,9.0
105999,9.0
106000,8.0
106001,8.0
106002,8.0
106003,8.0
106004,6.0
106005,6.0
106006,6.0
106007,6.0
106008,0.0
106009,0.0
106010,0.0
106011,0.0
106012,8.0
106013,8.0
106014,8.0
106015,8.0
106016,6.0
106017,6.0
106018,6.0
106019,6.0
106020,9.0
106021,9.0
106022,9.0
106023,9.0
106024,1.0
106025,1.0
106026,1.0
106027,1.0
106028,4.0
106029,4.0
106030,4.0
106031,4.0
106032,5.0
106033,5.0
106034,5.0
106035,5.0
106036,0.0
106037,0.0
106038,0.0
106039,0.0
106040,3.0
106041,3.0
106042,3.0
106043,3.0
106044,2.0
106045,2.0
106046,2.0
106047,2.0
106048,6.0
106049,6.0
106050,6.0
106051,6.0
106052,4.0
106053,4.0
106054,4.0
106055,4.0
106056,7.0
106057,7.0
106058,7.0
106059,7.0
106060,3.0
106061,3.0
106062,3.0
106063,3.0
106064,7.0
106065,7.0
106066,7.0
106067,7.0
106068,0.0
106069,0.0
106070,0.0
106071,0.0
106072,9.0
106073,9.0
106074,9.0
106075,9.0
106076,3.0
106077,3.0
106078,3.0
106079,3.0
106080,6.0
106081,6.0
106082,6.0
106083,6.0
106084,6.0
106085,6.0
106086,6.0
106087,6.0
106088,3.0
106089,3.0
106090,3.0
106091,3.0
106092,8.0
106093,8.0
106094,8.0
106095,8.0
106096,2.0
106097,2.0
106098,2.0
106099,2.0
106100,1.0
106101,1.0
106102,1.0
106103,1.0
106104,8.0
106105,8.0
106106,8.0
106107,8.0
106108,0.0
106109,0.0
106110,0.0
106111,0.0
106112,7.0
106113,7.0
106114,7.0
106115,7.0
106116,9.0
106117,9.0
106118,9.0
106119,9.0
106120,9.0
106121,9.0
106122,9.0
106123,9.0
106124,2.0
106125,2.0
106126,2.0
106127,2.0
106128,2.0
106129,2.0
106130,2.0
106131,2.0
106132,9.0
106133,9.0
106134,9.0
106135,9.0
106136,1.0
106137,1.0
106138,1.0
106139,1.0
106140,0.0
106141,0.0
106142,0.0
106143,0.0
106144,3.0
106145,3.0
106146,3.0
106147,3.0
106148,1.0
106149,1.0
106150,1.0
106151,1.0
106152,6.0
106153,6.0
106154,6.0
106155,6.0
106156,2.0
106157,2.0
106158,2.0
106159,2.0
106160,3.0
106161,3.0
106162,3.0
106163,3.0
106164,9.0
106165,9.0
106166,9.0
106167,9.0
106168,0.0
106169,0.0
106170,0.0
106171,0.0
106172,6.0
106173,6.0
106174,6.0
106175,6.0
106176,1.0
106177,1.0
106178,1.0
106179,1.0
106180,6.0
106181,6.0
106182,6.0
106183,6.0
106184,4.0
106185,4.0
106186,4.0
106187,4.0
106188,8.0
106189,8.0
106190,8.0
106191,8.0
106192,0.0
106193,0.0
106194,0.0
106195,0.0
106196,1.0
106197,1.0
106198,1.0
106199,1.0
106200,2.0
106201,2.0
106202,2.0
106203,2.0
106204,7.0
106205,7.0
106206,7.0
106207,7.0
106208,2.0
106209,2.0
106210,2.0
106211,2.0
106212,7.0
106213,7.0
106214,7.0
106215,7.0
106216,0.0
106217,0.0
106218,0.0
106219,0.0
106220,6.0
106221,6.0
106222,6.0
106223,6.0
106224,5.0
106225,5.0
106226,5.0
106227,5.0
106228,0.0
106229,0.0
106230,0.0
106231,0.0
106232,1.0
106233,1.0
106234,1.0
106235,1.0
106236,1.0
106237,1.0
106238,1.0
106239,1.0
106240,9.0
106241,9.0
106242,9.0
106243,9.0
106244,8.0
106245,8.0
106246,8.0
106247,8.0
106248,9.0
106249,9.0
106250,9.0
106251,9.0
106252,3.0
106253,3.0
106254,3.0
106255,3.0
106256,0.0
106257,0.0
106258,0.0
106259,0.0
106260,1.0
106261,1.0
106262,1.0
106263,1.0
106264,8.0
106265,8.0
106266,8.0
106267,8.0
106268,8.0
106269,8.0
106270,8.0
106271,8.0
106272,1.0
106273,1.0
106274,1.0
106275,1.0
106276,6.0
106277,6.0
106278,6.0
106279,6.0
106280,9.0
106281,9.0
106282,9.0
106283,9.0
106284,5.0
106285,5.0
106286,5.0
106287,5.0
106288,5.0
106289,5.0
106290,5.0
106291,5.0
106292,8.0
106293,8.0
106294,8.0
106295,8.0
106296,8.0
106297,8.0
106298,8.0
106299,8.0
106300,8.0
106301,8.0
106302,8.0
106303,8.0
106304,3.0
106305,3.0
106306,3.0
